1221	0	143
1224	0	143
1227	0	143
1230	0	143
1233	0	143
1236	0	143
1239	0	143
1242	0	143
1245	0	143
1248	0	143
1251	0	143
1254	0	143
1257	0	143
1260	0	143
1263	0	143
1266	0	143
1269	0	143
1272	0	143
1275	0	143
1278	0	143
1281	0	143
1284	0	143
1287	0	143
1290	0	143
1293	0	143
1296	0	143
1299	0	143
1302	0	143
1305	0	143
1308	0	143
1311	0	143
1314	0	143
1317	0	143
1320	0	143
1323	0	143
1326	0	143
1329	0	143
1332	0	143
1335	0	143
1338	0	143
1341	0	143
1344	0	143
1347	0	143
1350	0	143
1353	0	143
1356	0	143
1359	0	143
1362	0	143
1365	0	143
1368	0	143
1371	0	143
1374	0	143
1377	0	143
1380	0	143
1383	0	143
1386	0	143
1389	0	143
1392	0	143
1395	0	143
1398	0	143
1401	0	143
1404	0	143
1407	0	143
1410	0	143
1413	0	143
1416	0	143
1419	0	143
1422	0	143
1425	0	143
1428	0	143
1431	0	143
1434	0	143
1437	0	143
1440	0	143
1443	0	143
1446	0	143
1449	0	143
1452	0	143
1455	0	143
1458	0	143
1461	0	143
1464	0	143
1467	0	143
1470	0	143
1473	0	143
1476	0	143
1479	0	143
1482	0	143
1485	0	143
1488	0	143
1491	0	143
1494	0	143
1497	1	144
1500	1	145
1503	1	146
1506	1	147
1509	1	148
1512	1	149
1515	1	150
1518	1	151
1521	1	152
1524	1	153
1527	1	154
1530	1	155
1533	1	156
1536	1	157
1539	1	158
1542	1	159
1545	1	160
1548	1	161
1551	1	162
1554	1	163
1557	1	164
1560	0	164
1563	0	164
1566	0	164
1569	0	164
1572	0	164
1575	0	164
1578	0	164
1581	0	164
1584	0	164
1587	0	164
1590	0	164
1593	0	164
1596	0	164
1599	0	164
1602	0	164
1605	0	164
1608	0	164
1611	0	164
1614	0	164
1617	0	164
1620	0	164
1623	0	164
1626	0	164
1629	0	164
1632	0	164
1635	0	164
1638	0	164
1641	0	164
1644	0	164
1647	0	164
1650	0	164
1653	0	164
1656	0	164
1659	0	164
1662	0	164
1665	0	164
1668	0	164
1671	0	164
1674	0	164
1677	0	164
1680	0	164
1683	0	164
1686	0	164
1689	0	164
1692	0	164
1695	0	164
1698	0	164
1701	0	164
1704	0	164
1707	0	164
1710	0	164
1713	0	164
1716	0	164
1719	0	164
1722	0	164
1725	0	164
1728	0	164
1731	0	164
1734	0	164
1737	0	164
1740	0	164
1743	0	164
1746	0	164
1749	0	164
1752	0	164
1755	0	164
1758	0	164
1761	0	164
1764	0	164
1767	0	164
1770	0	164
1773	0	164
1776	0	164
1779	0	164
1782	0	164
1785	0	164
1788	0	164
1791	0	164
1794	0	164
1797	0	164
1800	0	164
1803	0	164
1806	0	164
1809	0	164
1812	0	164
1815	0	164
1818	0	164
1821	0	164
1824	0	164
1827	0	164
1830	0	164
1833	0	164
1836	0	164
1839	0	164
1842	0	164
1845	0	164
1848	0	164
1851	0	164
1854	0	164
1857	0	164
1860	0	164
1863	0	164
1866	0	164
1869	0	164
1872	0	164
1875	0	164
1878	0	164
1881	0	164
1884	0	164
1887	0	164
1890	0	164
1893	0	164
1896	0	164
1899	0	164
1902	0	164
1905	0	164
1908	0	164
1911	0	164
1914	0	164
1917	0	164
1920	0	164
1923	0	164
1926	0	164
1929	0	164
1932	0	164
1935	0	164
1938	0	164
1941	0	164
1944	0	164
1947	0	164
1950	0	164
1953	0	164
1956	0	164
1959	0	164
1962	0	164
1965	0	164
1968	0	164
1971	0	164
1974	0	164
1977	0	164
1980	0	164
1983	0	164
1986	0	164
1989	0	164
1992	0	164
1995	0	164
1998	0	164
2001	0	164
2004	0	164
2007	0	164
2010	0	164
2013	0	164
2016	0	164
2019	0	164
2022	0	164
2025	0	164
2028	0	164
2031	0	164
2034	0	164
2037	0	164
2040	0	164
2043	0	164
2046	0	164
2049	0	164
2052	0	164
2055	0	164
2058	0	164
